350 0 3 23 0 0 0
0 0 4 25 0 0 0
4 0 4 25 0 0 0
8 0 5 25 0 0 0
13 0 4 25 0 0 0
17 0 6 25 0 0 0
23 0 10 25 0 0 0
33 0 2 25 0 0 0
35 0 2 25 0 0 0
37 0 2 25 0 0 0
39 0 7 25 0 0 0
46 0 6 25 0 0 0
52 0 2 25 0 0 0
54 0 6 25 0 0 0
60 0 3 25 0 0 0
63 0 5 25 0 0 0
68 0 6 25 0 0 0
74 0 3 25 0 0 0
77 0 5 25 0 0 0
82 0 5 25 0 0 0
87 0 6 25 0 0 0
93 0 6 25 0 0 0
99 0 6 25 0 0 0
105 0 7 25 0 0 0
112 0 5 25 0 0 0
117 0 6 25 0 0 0
123 0 2 25 0 0 0
125 0 3 25 0 0 0
128 0 3 25 0 0 0
131 0 4 25 0 0 0
135 0 3 25 0 0 0
138 0 9 25 0 0 0
147 0 2 25 0 0 0
149 0 13 25 0 -2 0
162 0 12 25 0 0 0
174 0 9 25 0 0 0
183 0 13 25 0 0 0
196 0 11 25 0 0 0
207 0 13 25 0 0 0
220 0 11 25 0 0 0
231 0 12 25 0 0 0
243 0 9 25 0 0 0
252 0 10 25 0 0 0
262 0 19 25 0 -6 0
281 0 15 25 0 -6 0
296 0 16 25 0 -2 0
312 0 15 25 0 -2 0
0 24 11 25 0 0 0
11 24 11 25 0 0 0
22 24 14 25 0 -2 0
36 24 18 25 0 -5 0
54 24 10 25 0 0 0
64 24 13 25 0 -2 0
77 24 13 25 0 0 0
90 24 12 25 0 0 0
102 24 18 25 0 -2 0
120 24 16 25 0 -4 0
136 24 13 25 0 -4 0
149 24 10 25 0 0 0
159 24 3 25 0 0 0
162 24 5 25 0 0 0
167 24 3 25 0 0 0
170 24 5 25 0 0 0
175 24 6 25 0 0 0
181 24 2 25 0 0 0
183 24 6 25 0 0 0
189 24 5 25 0 0 0
194 24 5 25 0 0 0
199 24 7 25 0 0 0
206 24 5 25 0 0 0
211 24 7 25 -2 -2 0
218 24 5 25 0 1 0
223 24 5 25 0 0 0
228 24 4 25 0 1 0
232 24 5 25 -3 0 0
237 24 6 25 0 0 0
243 24 3 25 0 0 0
246 24 9 25 0 0 0
255 24 7 25 0 0 0
262 24 6 25 0 1 0
268 24 6 25 0 0 0
274 24 6 25 0 0 0
280 24 6 25 0 0 0
286 24 4 25 0 1 0
290 24 4 25 0 1 0
294 24 7 25 0 -1 0
301 24 7 25 0 0 0
308 24 10 25 0 0 0
318 24 7 25 0 0 0
325 24 7 25 0 0 0
332 24 6 25 0 0 0
338 24 4 25 0 0 0
342 24 1 25 0 0 0
343 24 4 25 0 0 0
347 24 5 25 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 47 13 25 0 -3 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
21 47 11 25 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
41 47 13 25 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
63 47 10 25 -1 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
12 47 8 25 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
33 47 6 25 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
54 47 8 25 0 0 0
