500 0 5 23 0 0 0
0 0 6 25 0 0 0
6 0 6 25 0 0 0
12 0 7 25 0 0 0
19 0 6 25 0 0 0
25 0 9 25 0 0 0
34 0 15 25 0 0 0
49 0 3 25 0 0 0
52 0 3 25 0 0 0
55 0 3 25 0 0 0
58 0 10 25 0 0 0
68 0 9 25 0 0 0
77 0 3 25 0 0 0
80 0 9 25 0 0 0
89 0 4 25 0 0 0
93 0 8 25 0 0 0
101 0 8 25 0 0 0
109 0 4 25 0 0 0
113 0 8 25 0 0 0
121 0 8 25 0 0 0
129 0 8 25 0 0 0
137 0 9 25 0 0 0
146 0 9 25 0 0 0
155 0 11 25 0 -1 0
166 0 8 25 0 0 0
174 0 8 25 0 0 0
182 0 4 25 0 0 0
186 0 4 25 0 0 0
190 0 5 25 0 0 0
195 0 7 25 0 0 0
202 0 5 25 0 0 0
207 0 13 25 0 0 0
220 0 2 25 0 0 0
222 0 20 25 0 -4 0
242 0 18 25 0 0 0
260 0 14 25 0 0 0
274 0 20 25 0 0 0
294 0 17 25 0 0 0
311 0 20 25 0 0 0
331 0 17 25 0 0 0
348 0 18 25 0 0 0
366 0 13 25 0 0 0
379 0 15 25 0 0 0
394 0 30 25 0 -11 0
424 0 23 25 0 -10 0
447 0 25 25 0 -3 0
472 0 23 25 0 -3 0
0 24 17 25 0 0 0
17 24 17 25 0 0 0
34 24 21 25 0 -3 0
55 24 28 25 0 -8 0
83 24 16 25 0 0 0
99 24 20 25 0 -3 0
119 24 20 25 0 0 0
139 24 19 25 0 0 0
158 24 27 25 0 -3 0
185 24 25 25 0 -7 0
210 24 20 25 0 -8 0
230 24 16 25 0 0 0
246 24 4 25 0 0 0
250 24 8 25 0 0 0
258 24 4 25 0 0 0
262 24 7 25 0 0 0
269 24 10 25 0 0 0
279 24 2 25 0 0 0
281 24 9 25 0 0 0
290 24 7 25 0 0 0
297 24 8 25 0 0 0
305 24 10 25 0 0 0
315 24 8 25 0 0 0
323 24 10 25 -2 -2 0
333 24 8 25 0 1 0
341 24 8 25 0 0 0
349 24 5 25 0 1 0
354 24 8 25 -4 0 0
362 24 8 25 0 0 0
370 24 5 25 0 -1 0
375 24 14 25 0 0 0
389 24 10 25 0 0 0
399 24 8 25 0 1 0
407 24 9 25 0 0 0
416 24 9 25 0 0 0
425 24 8 25 0 0 0
433 24 6 25 0 1 0
439 24 5 25 0 1 0
444 24 10 25 0 -1 0
454 24 10 25 0 0 0
464 24 16 25 0 0 0
